Region,Codigo region,Comuna,Codigo comuna,Poblacion,Fecha,Casos confirmados
Maule,07,San Clemente,07109,46292.0,2020-04-03,0.0
Maule,07,San Javier,07406,49451.0,2020-04-03,0.0
Maule,07,Talca,07101,236724.0,2020-04-03,42.0
Ñuble,16,Bulnes,16102,22607.0,2020-04-03,32.0
Ñuble,16,Chillan,16101,198624.0,2020-04-03,240.0
Ñuble,16,Chillan Viejo,16103,33827.0,2020-04-03,26.0
Ñuble,16,Coihueco,16302,28375.0,2020-04-03,0.0
Ñuble,16,San Carlos,16301,56252.0,2020-04-03,13.0
Biobío,08,Concepcion,08101,238092.0,2020-04-03,53.0
Biobío,08,Arauco,08202,38679.0,2020-04-03,6.0
Biobío,08,Cabrero,08303,30725.0,2020-04-03,0.0
Biobío,08,Canete,08203,37003.0,2020-04-03,0.0
Biobío,08,Chiguayante,08103,91180.0,2020-04-03,26.0
Biobío,08,Coronel,08102,125829.0,2020-04-03,12.0
Biobío,08,Curanilahue,08205,33892.0,2020-04-03,0.0
Biobío,08,Lebu,08201,27100.0,2020-04-03,0.0
Biobío,08,Hualpen,08112,97273.0,2020-04-03,50.0
Biobío,08,Hualqui,08105,26201.0,2020-04-03,0.0
Biobío,08,Laja,08304,23873.0,2020-04-03,0.0
Biobío,08,Nacimiento,08306,27944.0,2020-04-03,0.0
Biobío,08,Los Alamos,08206,22524.0,2020-04-03,0.0
Biobío,08,Los Angeles,08301,218515.0,2020-04-03,12.0
Biobío,08,Lota,08106,45750.0,2020-04-03,0.0
Biobío,08,Mulchen,08305,31041.0,2020-04-03,5.0
Biobío,08,San Pedro de la Paz,08108,145906.0,2020-04-03,56.0
Biobío,08,Penco,08107,49865.0,2020-04-03,0.0
Biobío,08,Talcahuano,08110,158345.0,2020-04-03,29.0
Biobío,08,Tome,08111,58729.0,2020-04-03,9.0
Biobío,08,Yumbel,08313,22132.0,2020-04-03,5.0
Araucanía,09,Angol,09201,56058.0,2020-04-03,12.0
Araucanía,09,Carahue,09102,25486.0,2020-04-03,0.0
Araucanía,09,Collipulli,09202,26148.0,2020-04-03,0.0
Araucanía,09,Freire,09105,25446.0,2020-04-03,5.0
Araucanía,09,Lautaro,09108,40746.0,2020-04-03,10.0
